place_name,place_id,yr,hpi_agg
Alaska,AK,1991,405.48
Alaska,AK,1992,417.19
Alaska,AK,1993,431.58
Alaska,AK,1994,447.75
Alaska,AK,1995,467.16
Alaska,AK,1996,486.65
Alaska,AK,1997,499.85
Alaska,AK,1998,517.15
Alaska,AK,1999,533.75
Alaska,AK,2000,546.06
Alaska,AK,2001,581.63
Alaska,AK,2002,619.49
Alaska,AK,2003,664.73
Alaska,AK,2004,728.01
Alaska,AK,2005,805.67
Alaska,AK,2006,870.97
Alaska,AK,2007,899.58
Alaska,AK,2008,889.56
Alaska,AK,2009,875.77
Alaska,AK,2010,880.25
Alaska,AK,2011,897.7
Alaska,AK,2012,896.77
Alaska,AK,2013,920.83
Alaska,AK,2014,942.63
Alaska,AK,2015,971.38
Alaska,AK,2016,991.08
Alaska,AK,2017,1003.68
Alaska,AK,2018,1021.27
Alaska,AK,2019,1056.67
Alaska,AK,2020,1104.95
Alaska,AK,2021,1220.78
Alaska,AK,2022,1337.1
Alaska,AK,2023,1405
Alaska,AK,2024,1477.56
Alaska,AK,2025,761.46
Alabama,AL,1991,407.52
Alabama,AL,1992,423.75
Alabama,AL,1993,443.79
Alabama,AL,1994,465.24
Alabama,AL,1995,481.67
Alabama,AL,1996,499.69
Alabama,AL,1997,515.21
Alabama,AL,1998,532.79
Alabama,AL,1999,552.46
Alabama,AL,2000,568.79
Alabama,AL,2001,584.37
Alabama,AL,2002,602.75
Alabama,AL,2003,628.52
Alabama,AL,2004,659.18
Alabama,AL,2005,707.86
Alabama,AL,2006,769.58
Alabama,AL,2007,802.03
Alabama,AL,2008,782.65
Alabama,AL,2009,762.32
Alabama,AL,2010,721.75
Alabama,AL,2011,686.04
Alabama,AL,2012,700.23
Alabama,AL,2013,719.67
Alabama,AL,2014,734.69
Alabama,AL,2015,755.8
Alabama,AL,2016,783.28
Alabama,AL,2017,816.82
Alabama,AL,2018,859.8
Alabama,AL,2019,910.11
Alabama,AL,2020,986
Alabama,AL,2021,1140.48
Alabama,AL,2022,1302.06
Alabama,AL,2023,1373.51
Alabama,AL,2024,1434.13
Alabama,AL,2025,735.87
Arkansas,AR,1991,404.81
Arkansas,AR,1992,417.38
Arkansas,AR,1993,440.22
Arkansas,AR,1994,467.94
Arkansas,AR,1995,487.15
Arkansas,AR,1996,500.81
Arkansas,AR,1997,512.81
Arkansas,AR,1998,524.18
Arkansas,AR,1999,541.85
Arkansas,AR,2000,557.86
Arkansas,AR,2001,577.82
Arkansas,AR,2002,600.23
Arkansas,AR,2003,631.44
Arkansas,AR,2004,674.39
Arkansas,AR,2005,720.11
Arkansas,AR,2006,760.73
Arkansas,AR,2007,775.3
Arkansas,AR,2008,752.78
Arkansas,AR,2009,740.59
Arkansas,AR,2010,713.7
Arkansas,AR,2011,704.79
Arkansas,AR,2012,722.49
Arkansas,AR,2013,741.02
Arkansas,AR,2014,753.97
Arkansas,AR,2015,770.33
Arkansas,AR,2016,793.81
Arkansas,AR,2017,824.19
Arkansas,AR,2018,857.64
Arkansas,AR,2019,895.12
Arkansas,AR,2020,953.78
Arkansas,AR,2021,1104.58
Arkansas,AR,2022,1269.14
Arkansas,AR,2023,1352.47
Arkansas,AR,2024,1421.19
Arkansas,AR,2025,728.36
Arizona,AZ,1991,401.2
Arizona,AZ,1992,409.87
Arizona,AZ,1993,425.03
Arizona,AZ,1994,453.28
Arizona,AZ,1995,478.74
Arizona,AZ,1996,501.4
Arizona,AZ,1997,519.36
Arizona,AZ,1998,544.44
Arizona,AZ,1999,575.94
Arizona,AZ,2000,609.17
Arizona,AZ,2001,645.85
Arizona,AZ,2002,684.11
Arizona,AZ,2003,739.86
Arizona,AZ,2004,845.79
Arizona,AZ,2005,1101.59
Arizona,AZ,2006,1265.25
Arizona,AZ,2007,1226.32
Arizona,AZ,2008,1006.2
Arizona,AZ,2009,812.08
Arizona,AZ,2010,729.75
Arizona,AZ,2011,657.16
Arizona,AZ,2012,745.53
Arizona,AZ,2013,865.81
Arizona,AZ,2014,926.6
Arizona,AZ,2015,988.69
Arizona,AZ,2016,1059.94
Arizona,AZ,2017,1144.67
Arizona,AZ,2018,1238.76
Arizona,AZ,2019,1327.45
Arizona,AZ,2020,1477.47
Arizona,AZ,2021,1837.09
Arizona,AZ,2022,2145.65
Arizona,AZ,2023,2175.94
Arizona,AZ,2024,2262.66
Arizona,AZ,2025,1139.81
California,CA,1991,398.84
California,CA,1992,390.81
California,CA,1993,368.67
California,CA,1994,352.93
California,CA,1995,344.18
California,CA,1996,340.86
California,CA,1997,348.99
California,CA,1998,380.22
California,CA,1999,418.7
California,CA,2000,470.96
California,CA,2001,533.26
California,CA,2002,609.8
California,CA,2003,714.98
California,CA,2004,885.04
California,CA,2005,1081.8
California,CA,2006,1128.29
California,CA,2007,1028.51
California,CA,2008,761.51
California,CA,2009,660.19
California,CA,2010,657.02
California,CA,2011,613.51
California,CA,2012,645.25
California,CA,2013,764.18
California,CA,2014,841.07
California,CA,2015,900.58
California,CA,2016,963.68
California,CA,2017,1037.97
California,CA,2018,1104.71
California,CA,2019,1147.86
California,CA,2020,1234.22
California,CA,2021,1463.75
California,CA,2022,1615.17
California,CA,2023,1625.76
California,CA,2024,1690.69
California,CA,2025,852.94
Colorado,CO,1991,406.84
Colorado,CO,1992,438.9
Colorado,CO,1993,488.7
Colorado,CO,1994,547.88
Colorado,CO,1995,580.95
Colorado,CO,1996,611.57
Colorado,CO,1997,639.94
Colorado,CO,1998,680.58
Colorado,CO,1999,748.56
Colorado,CO,2000,832.5
Colorado,CO,2001,907.31
Colorado,CO,2002,943.81
Colorado,CO,2003,965.34
Colorado,CO,2004,1001.81
Colorado,CO,2005,1052.41
Colorado,CO,2006,1087.9
Colorado,CO,2007,1089.83
Colorado,CO,2008,1044.16
Colorado,CO,2009,1042.94
Colorado,CO,2010,1025
Colorado,CO,2011,991.98
Colorado,CO,2012,1043.79
Colorado,CO,2013,1136.91
Colorado,CO,2014,1226.71
Colorado,CO,2015,1364.53
Colorado,CO,2016,1500.99
Colorado,CO,2017,1641.84
Colorado,CO,2018,1782.04
Colorado,CO,2019,1877.14
Colorado,CO,2020,2022.35
Colorado,CO,2021,2384
Colorado,CO,2022,2683.58
Colorado,CO,2023,2694.48
Colorado,CO,2024,2766.72
Colorado,CO,2025,1391.02
Connecticut,CT,1991,391.33
Connecticut,CT,1992,383.54
Connecticut,CT,1993,367.79
Connecticut,CT,1994,366.69
Connecticut,CT,1995,362.98
Connecticut,CT,1996,364.45
Connecticut,CT,1997,369.48
Connecticut,CT,1998,386.85
Connecticut,CT,1999,419.37
Connecticut,CT,2000,457
Connecticut,CT,2001,501.18
Connecticut,CT,2002,556.95
Connecticut,CT,2003,616.16
Connecticut,CT,2004,684.7
Connecticut,CT,2005,754.22
Connecticut,CT,2006,781.51
Connecticut,CT,2007,780.03
Connecticut,CT,2008,736.31
Connecticut,CT,2009,693.3
Connecticut,CT,2010,669.42
Connecticut,CT,2011,648.42
Connecticut,CT,2012,633.76
Connecticut,CT,2013,639.76
Connecticut,CT,2014,641.77
Connecticut,CT,2015,646.55
Connecticut,CT,2016,649.47
Connecticut,CT,2017,663.61
Connecticut,CT,2018,677.98
Connecticut,CT,2019,693.84
Connecticut,CT,2020,744.63
Connecticut,CT,2021,870.2
Connecticut,CT,2022,971.39
Connecticut,CT,2023,1061.99
Connecticut,CT,2024,1156.34
Connecticut,CT,2025,612.26
District of Columbia,DC,1991,391.16
District of Columbia,DC,1992,390.83
District of Columbia,DC,1993,373.69
District of Columbia,DC,1994,377.2
District of Columbia,DC,1995,357.8
District of Columbia,DC,1996,370.31
District of Columbia,DC,1997,363.47
District of Columbia,DC,1998,401.03
District of Columbia,DC,1999,442.17
District of Columbia,DC,2000,508.34
District of Columbia,DC,2001,587.75
District of Columbia,DC,2002,700.46
District of Columbia,DC,2003,804.47
District of Columbia,DC,2004,986.65
District of Columbia,DC,2005,1214.86
District of Columbia,DC,2006,1283.59
District of Columbia,DC,2007,1312.65
District of Columbia,DC,2008,1256.38
District of Columbia,DC,2009,1204.85
District of Columbia,DC,2010,1244.24
District of Columbia,DC,2011,1278.33
District of Columbia,DC,2012,1370.01
District of Columbia,DC,2013,1536.67
District of Columbia,DC,2014,1645.39
District of Columbia,DC,2015,1747.17
District of Columbia,DC,2016,1832.38
District of Columbia,DC,2017,1952.66
District of Columbia,DC,2018,2075.88
District of Columbia,DC,2019,2134.47
District of Columbia,DC,2020,2259.62
District of Columbia,DC,2021,2472.16
District of Columbia,DC,2022,2520.65
District of Columbia,DC,2023,2454.99
District of Columbia,DC,2024,2483.44
District of Columbia,DC,2025,1219.7
Delaware,DE,1991,400.72
Delaware,DE,1992,400.89
Delaware,DE,1993,396.56
Delaware,DE,1994,395.81
Delaware,DE,1995,398.38
Delaware,DE,1996,400.19
Delaware,DE,1997,404.91
Delaware,DE,1998,418.86
Delaware,DE,1999,441.48
Delaware,DE,2000,470.6
Delaware,DE,2001,508.71
Delaware,DE,2002,556.84
Delaware,DE,2003,614.3
Delaware,DE,2004,699.05
Delaware,DE,2005,796.77
Delaware,DE,2006,868.43
Delaware,DE,2007,872.78
Delaware,DE,2008,821.06
Delaware,DE,2009,785.93
Delaware,DE,2010,741.93
Delaware,DE,2011,698.03
Delaware,DE,2012,691.57
Delaware,DE,2013,718.42
Delaware,DE,2014,719.3
Delaware,DE,2015,739.8
Delaware,DE,2016,759.59
Delaware,DE,2017,773.53
Delaware,DE,2018,813.84
Delaware,DE,2019,839.8
Delaware,DE,2020,899.47
Delaware,DE,2021,1033.1
Delaware,DE,2022,1168.34
Delaware,DE,2023,1229.85
Delaware,DE,2024,1326.47
Delaware,DE,2025,673.87
Florida,FL,1991,400.78
Florida,FL,1992,406.08
Florida,FL,1993,415.17
Florida,FL,1994,427.25
Florida,FL,1995,437.54
Florida,FL,1996,446.85
Florida,FL,1997,457.08
Florida,FL,1998,475.95
Florida,FL,1999,501.23
Florida,FL,2000,538.33
Florida,FL,2001,593.3
Florida,FL,2002,661.18
Florida,FL,2003,746.84
Florida,FL,2004,882.5
Florida,FL,2005,1109.32
Florida,FL,2006,1233.38
Florida,FL,2007,1169.34
Florida,FL,2008,910.11
Florida,FL,2009,750.35
Florida,FL,2010,709.4
Florida,FL,2011,667.91
Florida,FL,2012,712.08
Florida,FL,2013,791.49
Florida,FL,2014,853.34
Florida,FL,2015,932.01
Florida,FL,2016,1019.92
Florida,FL,2017,1106.57
Florida,FL,2018,1192.16
Florida,FL,2019,1261.98
Florida,FL,2020,1373.14
Florida,FL,2021,1660.06
Florida,FL,2022,2032.49
Florida,FL,2023,2147.22
Florida,FL,2024,2224.24
Florida,FL,2025,1103.23
Georgia,GA,1991,401.35
Georgia,GA,1992,409.27
Georgia,GA,1993,419.36
Georgia,GA,1994,434.06
Georgia,GA,1995,451.72
Georgia,GA,1996,471.4
Georgia,GA,1997,490.66
Georgia,GA,1998,518.99
Georgia,GA,1999,555.41
Georgia,GA,2000,592.09
Georgia,GA,2001,624.41
Georgia,GA,2002,651.86
Georgia,GA,2003,676.33
Georgia,GA,2004,702.12
Georgia,GA,2005,743.01
Georgia,GA,2006,782.56
Georgia,GA,2007,795.55
Georgia,GA,2008,738.33
Georgia,GA,2009,688.62
Georgia,GA,2010,639.56
Georgia,GA,2011,591.82
Georgia,GA,2012,609.6
Georgia,GA,2013,668.57
Georgia,GA,2014,716.55
Georgia,GA,2015,762.12
Georgia,GA,2016,810.5
Georgia,GA,2017,865.82
Georgia,GA,2018,933.29
Georgia,GA,2019,989.26
Georgia,GA,2020,1076.96
Georgia,GA,2021,1270.09
Georgia,GA,2022,1492.85
Georgia,GA,2023,1583.29
Georgia,GA,2024,1673.48
Georgia,GA,2025,851.91
Hawaii,HI,1991,399.16
Hawaii,HI,1992,406.99
Hawaii,HI,1993,406.99
Hawaii,HI,1994,400.53
Hawaii,HI,1995,385.79
Hawaii,HI,1996,363.96
Hawaii,HI,1997,337.81
Hawaii,HI,1998,337.68
Hawaii,HI,1999,336.04
Hawaii,HI,2000,363.45
Hawaii,HI,2001,395.55
Hawaii,HI,2002,437.32
Hawaii,HI,2003,506.78
Hawaii,HI,2004,630.36
Hawaii,HI,2005,783.11
Hawaii,HI,2006,854.96
Hawaii,HI,2007,856.83
Hawaii,HI,2008,812.68
Hawaii,HI,2009,734.47
Hawaii,HI,2010,705.2
Hawaii,HI,2011,665.82
Hawaii,HI,2012,705.84
Hawaii,HI,2013,770.37
Hawaii,HI,2014,818.75
Hawaii,HI,2015,863.01
Hawaii,HI,2016,889.83
Hawaii,HI,2017,954.12
Hawaii,HI,2018,992.27
Hawaii,HI,2019,1029.46
Hawaii,HI,2020,1093.15
Hawaii,HI,2021,1264.96
Hawaii,HI,2022,1461.68
Hawaii,HI,2023,1502.56
Hawaii,HI,2024,1600.27
Hawaii,HI,2025,803.31
Iowa,IA,1991,407.18
Iowa,IA,1992,427.95
Iowa,IA,1993,458.22
Iowa,IA,1994,485.51
Iowa,IA,1995,507.43
Iowa,IA,1996,529.71
Iowa,IA,1997,546.02
Iowa,IA,1998,572.46
Iowa,IA,1999,600.91
Iowa,IA,2000,625.67
Iowa,IA,2001,648.56
Iowa,IA,2002,671.28
Iowa,IA,2003,697.12
Iowa,IA,2004,727.06
Iowa,IA,2005,755.84
Iowa,IA,2006,781.16
Iowa,IA,2007,795.27
Iowa,IA,2008,788.6
Iowa,IA,2009,780.23
Iowa,IA,2010,775.79
Iowa,IA,2011,765.55
Iowa,IA,2012,784.99
Iowa,IA,2013,809.65
Iowa,IA,2014,830.15
Iowa,IA,2015,859.45
Iowa,IA,2016,893.2
Iowa,IA,2017,928.91
Iowa,IA,2018,970.07
Iowa,IA,2019,1001.34
Iowa,IA,2020,1055.17
Iowa,IA,2021,1173.41
Iowa,IA,2022,1300.53
Iowa,IA,2023,1375.14
Iowa,IA,2024,1448.93
Iowa,IA,2025,744.39
Idaho,ID,1991,411.15
Idaho,ID,1992,444.16
Idaho,ID,1993,484.73
Idaho,ID,1994,522.87
Idaho,ID,1995,543.21
Idaho,ID,1996,553.88
Idaho,ID,1997,562.7
Idaho,ID,1998,575.96
Idaho,ID,1999,592.96
Idaho,ID,2000,608.28
Idaho,ID,2001,630.24
Idaho,ID,2002,648.95
Idaho,ID,2003,682.9
Idaho,ID,2004,744.94
Idaho,ID,2005,855.93
Idaho,ID,2006,993.57
Idaho,ID,2007,1046.74
Idaho,ID,2008,992.87
Idaho,ID,2009,911.35
Idaho,ID,2010,801.98
Idaho,ID,2011,724.96
Idaho,ID,2012,781.27
Idaho,ID,2013,853.36
Idaho,ID,2014,897.99
Idaho,ID,2015,959.09
Idaho,ID,2016,1037.5
Idaho,ID,2017,1140.42
Idaho,ID,2018,1285.12
Idaho,ID,2019,1444.2
Idaho,ID,2020,1663.69
Idaho,ID,2021,2166.47
Idaho,ID,2022,2442.38
Idaho,ID,2023,2425.38
Idaho,ID,2024,2523.18
Idaho,ID,2025,1287.25
Illinois,IL,1991,405.51
Illinois,IL,1992,420.68
Illinois,IL,1993,437.81
Illinois,IL,1994,458.14
Illinois,IL,1995,472.23
Illinois,IL,1996,486.28
Illinois,IL,1997,495.25
Illinois,IL,1998,509.87
Illinois,IL,1999,535.92
Illinois,IL,2000,569.03
Illinois,IL,2001,608.01
Illinois,IL,2002,648.56
Illinois,IL,2003,694.09
Illinois,IL,2004,741.34
Illinois,IL,2005,792.32
Illinois,IL,2006,832.23
Illinois,IL,2007,837.47
Illinois,IL,2008,784.68
Illinois,IL,2009,729.58
Illinois,IL,2010,701.02
Illinois,IL,2011,658.81
Illinois,IL,2012,651.72
Illinois,IL,2013,675.9
Illinois,IL,2014,697.78
Illinois,IL,2015,717.05
Illinois,IL,2016,740.54
Illinois,IL,2017,766.99
Illinois,IL,2018,789.19
Illinois,IL,2019,808.85
Illinois,IL,2020,848.9
Illinois,IL,2021,951.62
Illinois,IL,2022,1048.19
Illinois,IL,2023,1116.87
Illinois,IL,2024,1209.26
Illinois,IL,2025,632.69
Indiana,IN,1991,403.66
Indiana,IN,1992,418.7
Indiana,IN,1993,438.39
Indiana,IN,1994,458.97
Indiana,IN,1995,479.09
Indiana,IN,1996,498.83
Indiana,IN,1997,512.06
Indiana,IN,1998,529.2
Indiana,IN,1999,548.52
Indiana,IN,2000,567.92
Indiana,IN,2001,582.3
Indiana,IN,2002,595.62
Indiana,IN,2003,612.47
Indiana,IN,2004,632.54
Indiana,IN,2005,651.5
Indiana,IN,2006,666.54
Indiana,IN,2007,671.66
Indiana,IN,2008,647.17
Indiana,IN,2009,633.39
Indiana,IN,2010,626.72
Indiana,IN,2011,619.77
Indiana,IN,2012,626.44
Indiana,IN,2013,650.93
Indiana,IN,2014,667.55
Indiana,IN,2015,691.92
Indiana,IN,2016,724.37
Indiana,IN,2017,763.38
Indiana,IN,2018,818.52
Indiana,IN,2019,874.07
Indiana,IN,2020,954.73
Indiana,IN,2021,1097.57
Indiana,IN,2022,1237.92
Indiana,IN,2023,1317.63
Indiana,IN,2024,1408.98
Indiana,IN,2025,726.15
Kansas,KS,1991,401.25
Kansas,KS,1992,412.47
Kansas,KS,1993,433.09
Kansas,KS,1994,460.63
Kansas,KS,1995,485.3
Kansas,KS,1996,505.75
Kansas,KS,1997,524.53
Kansas,KS,1998,555.02
Kansas,KS,1999,587.27
Kansas,KS,2000,611.19
Kansas,KS,2001,638.09
Kansas,KS,2002,662.09
Kansas,KS,2003,687.98
Kansas,KS,2004,716.77
Kansas,KS,2005,745.28
Kansas,KS,2006,776.05
Kansas,KS,2007,796.27
Kansas,KS,2008,784.87
Kansas,KS,2009,779.14
Kansas,KS,2010,764.94
Kansas,KS,2011,740.57
Kansas,KS,2012,755.62
Kansas,KS,2013,769.66
Kansas,KS,2014,800.9
Kansas,KS,2015,826.23
Kansas,KS,2016,868.43
Kansas,KS,2017,906.33
Kansas,KS,2018,953.07
Kansas,KS,2019,1000.79
Kansas,KS,2020,1078.51
Kansas,KS,2021,1229.21
Kansas,KS,2022,1369.3
Kansas,KS,2023,1458.85
Kansas,KS,2024,1564.16
Kansas,KS,2025,816.43
Kentucky,KY,1991,401.61
Kentucky,KY,1992,417.8
Kentucky,KY,1993,438.02
Kentucky,KY,1994,463.36
Kentucky,KY,1995,482.89
Kentucky,KY,1996,502.66
Kentucky,KY,1997,521.76
Kentucky,KY,1998,541.73
Kentucky,KY,1999,570.11
Kentucky,KY,2000,594.47
Kentucky,KY,2001,614.35
Kentucky,KY,2002,634.9
Kentucky,KY,2003,663.15
Kentucky,KY,2004,694.69
Kentucky,KY,2005,723.17
Kentucky,KY,2006,750.38
Kentucky,KY,2007,762.62
Kentucky,KY,2008,753.63
Kentucky,KY,2009,744.81
Kentucky,KY,2010,740.31
Kentucky,KY,2011,725.39
Kentucky,KY,2012,736.49
Kentucky,KY,2013,754.95
Kentucky,KY,2014,770.78
Kentucky,KY,2015,801.86
Kentucky,KY,2016,838.26
Kentucky,KY,2017,887.43
Kentucky,KY,2018,931.18
Kentucky,KY,2019,975.12
Kentucky,KY,2020,1048.58
Kentucky,KY,2021,1197.87
Kentucky,KY,2022,1342.67
Kentucky,KY,2023,1435.71
Kentucky,KY,2024,1525.57
Kentucky,KY,2025,786.45
Louisiana,LA,1991,412.09
Louisiana,LA,1992,434.31
Louisiana,LA,1993,461.03
Louisiana,LA,1994,490.06
Louisiana,LA,1995,511.75
Louisiana,LA,1996,537.61
Louisiana,LA,1997,557.91
Louisiana,LA,1998,584.68
Louisiana,LA,1999,606.66
Louisiana,LA,2000,628.26
Louisiana,LA,2001,650.69
Louisiana,LA,2002,676.64
Louisiana,LA,2003,713.66
Louisiana,LA,2004,757.47
Louisiana,LA,2005,814.57
Louisiana,LA,2006,905.18
Louisiana,LA,2007,945.76
Louisiana,LA,2008,931.15
Louisiana,LA,2009,918.47
Louisiana,LA,2010,912.64
Louisiana,LA,2011,892.41
Louisiana,LA,2012,909.54
Louisiana,LA,2013,947.41
Louisiana,LA,2014,973.02
Louisiana,LA,2015,1011.32
Louisiana,LA,2016,1043.84
Louisiana,LA,2017,1075.26
Louisiana,LA,2018,1098.19
Louisiana,LA,2019,1127.24
Louisiana,LA,2020,1178.28
Louisiana,LA,2021,1290.44
Louisiana,LA,2022,1400.11
Louisiana,LA,2023,1421.93
Louisiana,LA,2024,1435.78
Louisiana,LA,2025,730.62
Massachusetts,MA,1991,394.45
Massachusetts,MA,1992,389.21
Massachusetts,MA,1993,385.89
Massachusetts,MA,1994,390.61
Massachusetts,MA,1995,397.19
Massachusetts,MA,1996,412.4
Massachusetts,MA,1997,431.55
Massachusetts,MA,1998,469.62
Massachusetts,MA,1999,522.78
Massachusetts,MA,2000,595.33
Massachusetts,MA,2001,681.72
Massachusetts,MA,2002,771.57
Massachusetts,MA,2003,855.32
Massachusetts,MA,2004,941.51
Massachusetts,MA,2005,1002.71
Massachusetts,MA,2006,980.66
Massachusetts,MA,2007,942.75
Massachusetts,MA,2008,885.03
Massachusetts,MA,2009,863.59
Massachusetts,MA,2010,851.96
Massachusetts,MA,2011,830.66
Massachusetts,MA,2012,832.5
Massachusetts,MA,2013,873.31
Massachusetts,MA,2014,908
Massachusetts,MA,2015,947.98
Massachusetts,MA,2016,996.43
Massachusetts,MA,2017,1059.77
Massachusetts,MA,2018,1121.14
Massachusetts,MA,2019,1173.51
Massachusetts,MA,2020,1262.26
Massachusetts,MA,2021,1464.46
Massachusetts,MA,2022,1611.57
Massachusetts,MA,2023,1702.83
Massachusetts,MA,2024,1820.33
Massachusetts,MA,2025,944.76
Maryland,MD,1991,403.91
Maryland,MD,1992,410.18
Maryland,MD,1993,408.38
Maryland,MD,1994,410.47
Maryland,MD,1995,408.64
Maryland,MD,1996,411.56
Maryland,MD,1997,413.12
Maryland,MD,1998,423.6
Maryland,MD,1999,445.85
Maryland,MD,2000,476.24
Maryland,MD,2001,523.92
Maryland,MD,2002,592.7
Maryland,MD,2003,677.73
Maryland,MD,2004,802.31
Maryland,MD,2005,965.24
Maryland,MD,2006,1051.73
Maryland,MD,2007,1058.62
Maryland,MD,2008,938.21
Maryland,MD,2009,866.6
Maryland,MD,2010,833.96
Maryland,MD,2011,795.02
Maryland,MD,2012,809.89
Maryland,MD,2013,854.8
Maryland,MD,2014,871.54
Maryland,MD,2015,883.97
Maryland,MD,2016,917.57
Maryland,MD,2017,953.14
Maryland,MD,2018,982.3
Maryland,MD,2019,1004.28
Maryland,MD,2020,1067.31
Maryland,MD,2021,1203.18
Maryland,MD,2022,1315.13
Maryland,MD,2023,1376.37
Maryland,MD,2024,1448.06
Maryland,MD,2025,743.71
Maine,ME,1991,401.97
Maine,ME,1992,402.64
Maine,ME,1993,389.1
Maine,ME,1994,391.29
Maine,ME,1995,390.88
Maine,ME,1996,405.55
Maine,ME,1997,411.88
Maine,ME,1998,434.55
Maine,ME,1999,466.8
Maine,ME,2000,509.46
Maine,ME,2001,565.81
Maine,ME,2002,632.98
Maine,ME,2003,702.82
Maine,ME,2004,778.88
Maine,ME,2005,857.09
Maine,ME,2006,873.07
Maine,ME,2007,871.26
Maine,ME,2008,843.04
Maine,ME,2009,822.64
Maine,ME,2010,799.01
Maine,ME,2011,781.97
Maine,ME,2012,776.08
Maine,ME,2013,796.23
Maine,ME,2014,810.21
Maine,ME,2015,832.08
Maine,ME,2016,868.87
Maine,ME,2017,916.23
Maine,ME,2018,976.16
Maine,ME,2019,1039.83
Maine,ME,2020,1137.84
Maine,ME,2021,1370.18
Maine,ME,2022,1605.63
Maine,ME,2023,1740.39
Maine,ME,2024,1865.83
Maine,ME,2025,983.25
Michigan,MI,1991,406.21
Michigan,MI,1992,420.09
Michigan,MI,1993,431.56
Michigan,MI,1994,453.65
Michigan,MI,1995,487.68
Michigan,MI,1996,527.16
Michigan,MI,1997,561.09
Michigan,MI,1998,596.49
Michigan,MI,1999,637.55
Michigan,MI,2000,680.33
Michigan,MI,2001,714.67
Michigan,MI,2002,743.22
Michigan,MI,2003,767.76
Michigan,MI,2004,790.66
Michigan,MI,2005,802.28
Michigan,MI,2006,779.15
Michigan,MI,2007,727.42
Michigan,MI,2008,639.4
Michigan,MI,2009,602.26
Michigan,MI,2010,573.58
Michigan,MI,2011,555.46
Michigan,MI,2012,582.71
Michigan,MI,2013,637.94
Michigan,MI,2014,681.1
Michigan,MI,2015,720.61
Michigan,MI,2016,764.73
Michigan,MI,2017,822.66
Michigan,MI,2018,883.27
Michigan,MI,2019,933.6
Michigan,MI,2020,1006.84
Michigan,MI,2021,1162.5
Michigan,MI,2022,1290.8
Michigan,MI,2023,1374.84
Michigan,MI,2024,1470.57
Michigan,MI,2025,766.2
Minnesota,MN,1991,399.28
Minnesota,MN,1992,412.12
Minnesota,MN,1993,430.94
Minnesota,MN,1994,450.43
Minnesota,MN,1995,466.61
Minnesota,MN,1996,489.3
Minnesota,MN,1997,508.25
Minnesota,MN,1998,539.31
Minnesota,MN,1999,592.2
Minnesota,MN,2000,659.27
Minnesota,MN,2001,733.14
Minnesota,MN,2002,801.56
Minnesota,MN,2003,869.52
Minnesota,MN,2004,931.94
Minnesota,MN,2005,984.54
Minnesota,MN,2006,999.33
Minnesota,MN,2007,979.53
Minnesota,MN,2008,898.45
Minnesota,MN,2009,853.5
Minnesota,MN,2010,826.23
Minnesota,MN,2011,776.78
Minnesota,MN,2012,802.3
Minnesota,MN,2013,861.25
Minnesota,MN,2014,899.14
Minnesota,MN,2015,936.03
Minnesota,MN,2016,991.08
Minnesota,MN,2017,1053.29
Minnesota,MN,2018,1118.23
Minnesota,MN,2019,1177.06
Minnesota,MN,2020,1256.69
Minnesota,MN,2021,1419.3
Minnesota,MN,2022,1542.5
Minnesota,MN,2023,1597.81
Minnesota,MN,2024,1664.78
Minnesota,MN,2025,854.34
Missouri,MO,1991,404.33
Missouri,MO,1992,414.09
Missouri,MO,1993,427.52
Missouri,MO,1994,450.05
Missouri,MO,1995,469.19
Missouri,MO,1996,487.82
Missouri,MO,1997,504.68
Missouri,MO,1998,527.08
Missouri,MO,1999,556.87
Missouri,MO,2000,587.63
Missouri,MO,2001,621.34
Missouri,MO,2002,652.32
Missouri,MO,2003,688.85
Missouri,MO,2004,729.02
Missouri,MO,2005,770.33
Missouri,MO,2006,803.77
Missouri,MO,2007,810.98
Missouri,MO,2008,772.99
Missouri,MO,2009,755.38
